id,EC
1361,3.4.23.1
1362,3.4.23.15
1363,3.4.23.18
1364,3.4.23.24
1365,3.4.23.3
1366,3.4.23.36
1367,3.4.23.43
1368,3.4.23.5
1369,3.4.23.50
1370,3.4.24.-
1371,3.4.24.11
1372,3.4.24.28
1373,3.4.24.39
1374,3.4.24.40
1375,3.4.24.59
1376,3.4.24.64
1377,3.4.24.71
1378,3.4.24.75
1379,3.4.24.78
1380,3.4.25.1
1381,3.4.25.2
1382,3.5.-.-
1383,3.5.1.-
1384,3.5.1.1
1385,3.5.1.10
1386,3.5.1.102
1387,3.5.1.103
1388,3.5.1.105
1389,3.5.1.108
1390,3.5.1.110
1391,3.5.1.114
1392,3.5.1.122
1393,3.5.1.124
1394,3.5.1.128
1395,3.5.1.130
1396,3.5.1.132
1397,3.5.1.135
1398,3.5.1.14
1399,3.5.1.15
1400,3.5.1.16
1401,3.5.1.18
1402,3.5.1.2
1403,3.5.1.23
1404,3.5.1.25
1405,3.5.1.26
1406,3.5.1.28
1407,3.5.1.3
1408,3.5.1.4
1409,3.5.1.41
1410,3.5.1.44
1411,3.5.1.47
1412,3.5.1.49
1413,3.5.1.5
1414,3.5.1.52
1415,3.5.1.88
1416,3.5.1.9
1417,3.5.1.96
1418,3.5.1.97
1419,3.5.1.98
1420,3.5.1.99
1421,3.5.1.n3
1422,3.5.2.-
1423,3.5.2.15
1424,3.5.2.17
1425,3.5.2.2
1426,3.5.2.3
1427,3.5.2.5
1428,3.5.2.6
1429,3.5.2.7
1430,3.5.2.9
1431,3.5.3.1
1432,3.5.3.11
1433,3.5.3.12
1434,3.5.3.15
1435,3.5.3.18
1436,3.5.3.23
1437,3.5.3.4
1438,3.5.3.6
1439,3.5.3.8
1440,3.5.4.-
1441,3.5.4.10
1442,3.5.4.12
1443,3.5.4.13
1444,3.5.4.16
1445,3.5.4.19
1446,3.5.4.2
1447,3.5.4.25
1448,3.5.4.26
1449,3.5.4.27
1450,3.5.4.28
1451,3.5.4.29
1452,3.5.4.3
1453,3.5.4.30
1454,3.5.4.31
1455,3.5.4.33
1456,3.5.4.34
1457,3.5.4.36
1458,3.5.4.38
1459,3.5.4.39
1460,3.5.4.4
1461,3.5.4.41
1462,3.5.4.5
1463,3.5.4.6
1464,3.5.4.9
1465,3.5.5.1
1466,3.5.5.5
1467,3.5.99.10
1468,3.5.99.2
1469,3.5.99.6
1470,3.5.99.7
1471,3.6.-.-
1472,3.6.1.-
1473,3.6.1.1
1474,3.6.1.10
1475,3.6.1.11
1476,3.6.1.12
1477,3.6.1.13
1478,3.6.1.15
1479,3.6.1.17
1480,3.6.1.22
1481,3.6.1.23
1482,3.6.1.26
1483,3.6.1.27
1484,3.6.1.29
1485,3.6.1.31
1486,3.6.1.40
1487,3.6.1.41
1488,3.6.1.43
1489,3.6.1.45
1490,3.6.1.5
1491,3.6.1.52
1492,3.6.1.54
1493,3.6.1.55
1494,3.6.1.58
1495,3.6.1.6
1496,3.6.1.62
1497,3.6.1.66
1498,3.6.1.7
1499,3.6.1.71
1500,3.6.1.72
1501,3.6.1.73
1502,3.6.1.74
1503,3.6.1.75
1504,3.6.1.9
1505,3.6.3.-
1506,3.6.4.-
1507,3.6.4.10
1508,3.6.4.12
1509,3.6.4.13
1510,3.6.4.6
1511,3.6.5.-
1512,3.6.5.2
1513,3.6.5.3
1514,3.6.5.5
1515,3.6.5.n1
1516,3.7.1.-
1517,3.7.1.14
1518,3.7.1.2
1519,3.7.1.22
1520,3.7.1.3
1521,3.7.1.5
1522,3.7.1.8
1523,3.8.1.5
1524,3.9.1.-
1525,4.-.-.-
1526,4.1.-.-
1527,4.1.1.-
1528,4.1.1.1
1529,4.1.1.11
1530,4.1.1.111
1531,4.1.1.112
1532,4.1.1.15
1533,4.1.1.17
1534,4.1.1.19
1535,4.1.1.20
1536,4.1.1.21
1537,4.1.1.22
1538,4.1.1.23
1539,4.1.1.25
1540,4.1.1.28
1541,4.1.1.31
1542,4.1.1.32
1543,4.1.1.33
1544,4.1.1.35
1545,4.1.1.36
1546,4.1.1.37
1547,4.1.1.39
1548,4.1.1.4
1549,4.1.1.48
1550,4.1.1.49
1551,4.1.1.5
1552,4.1.1.50
1553,4.1.1.65
1554,4.1.1.83
1555,4.1.1.85
1556,4.1.1.97
1557,4.1.1.98
1558,4.1.2.-
1559,4.1.2.13
1560,4.1.2.14
1561,4.1.2.17
1562,4.1.2.19
1563,4.1.2.20
1564,4.1.2.25
1565,4.1.2.27
1566,4.1.2.4
1567,4.1.2.40
1568,4.1.2.43
1569,4.1.2.48
1570,4.1.2.50
1571,4.1.2.52
1572,4.1.2.53
1573,4.1.3.1
1574,4.1.3.16
1575,4.1.3.17
1576,4.1.3.24
1577,4.1.3.27
1578,4.1.3.3
1579,4.1.3.30
1580,4.1.3.36
1581,4.1.3.39
1582,4.1.3.4
1583,4.1.3.40
1584,4.1.3.44
1585,4.1.99.-
1586,4.1.99.1
1587,4.1.99.12
1588,4.1.99.17
1589,4.1.99.2
1590,4.1.99.22
1591,4.1.99.3
1592,4.1.99.5
1593,4.2.-.-
1594,4.2.1.-
1595,4.2.1.1
1596,4.2.1.10
1597,4.2.1.104
1598,4.2.1.108
1599,4.2.1.109
1600,4.2.1.11
1601,4.2.1.113
1602,4.2.1.119
1603,4.2.1.126
1604,4.2.1.130
1605,4.2.1.134
1606,4.2.1.136
1607,4.2.1.147
1608,4.2.1.149
1609,4.2.1.152
1610,4.2.1.17
1611,4.2.1.19
1612,4.2.1.2
1613,4.2.1.20
1614,4.2.1.22
1615,4.2.1.24
1616,4.2.1.3
1617,4.2.1.32
1618,4.2.1.33
1619,4.2.1.36
1620,4.2.1.39
1621,4.2.1.41
1622,4.2.1.44
1623,4.2.1.46
1624,4.2.1.47
1625,4.2.1.49
1626,4.2.1.51
1627,4.2.1.59
1628,4.2.1.6
1629,4.2.1.66
1630,4.2.1.70
1631,4.2.1.75
1632,4.2.1.77
1633,4.2.1.79
1634,4.2.1.8
1635,4.2.1.80
1636,4.2.1.84
1637,4.2.1.9
1638,4.2.1.90
1639,4.2.1.91
1640,4.2.1.92
1641,4.2.1.93
1642,4.2.1.96
1643,4.2.1.99
1644,4.2.2.-
1645,4.2.2.10
1646,4.2.2.2
1647,4.2.2.23
1648,4.2.2.3
1649,4.2.2.n1
1650,4.2.2.n2
1651,4.2.3.-
1652,4.2.3.1
1653,4.2.3.104
1654,4.2.3.106
1655,4.2.3.108
1656,4.2.3.111
1657,4.2.3.113
1658,4.2.3.114
1659,4.2.3.119
1660,4.2.3.120
1661,4.2.3.125
1662,4.2.3.126
1663,4.2.3.133
1664,4.2.3.135
1665,4.2.3.15
1666,4.2.3.153
1667,4.2.3.16
1668,4.2.3.19
1669,4.2.3.23
1670,4.2.3.26
1671,4.2.3.3
1672,4.2.3.4
1673,4.2.3.46
1674,4.2.3.47
1675,4.2.3.5
1676,4.2.3.57
1677,4.2.3.6
1678,4.2.3.81
1679,4.2.99.-
1680,4.2.99.18
1681,4.2.99.20
1682,4.3.1.1
1683,4.3.1.17
1684,4.3.1.18
1685,4.3.1.19
1686,4.3.1.24
1687,4.3.1.3
1688,4.3.1.32
1689,4.3.1.7
1690,4.3.2.1
1691,4.3.2.10
1692,4.3.2.2
1693,4.3.2.3
1694,4.3.2.5
1695,4.3.2.7
1696,4.3.2.9
1697,4.3.3.6
1698,4.3.3.7
1699,4.3.99.3
1700,4.4.1.1
1701,4.4.1.13
1702,4.4.1.14
1703,4.4.1.15
1704,4.4.1.16
1705,4.4.1.17
1706,4.4.1.2
1707,4.4.1.20
1708,4.4.1.21
1709,4.4.1.22
1710,4.4.1.28
1711,4.4.1.3
1712,4.4.1.5
1713,4.6.1.-
1714,4.6.1.1
1715,4.6.1.12
1716,4.6.1.16
1717,4.6.1.17
1718,4.6.1.18
1719,4.6.1.19
1720,4.6.1.2
1721,4.6.1.24
1722,4.98.1.1
1723,4.99.1.12
1724,4.99.1.2
1725,4.99.1.3
1726,4.99.1.4
1727,4.99.1.9
1728,5.-.-.-
1729,5.1.-.-
1730,5.1.1.-
1731,5.1.1.1
1732,5.1.1.10
1733,5.1.1.3
1734,5.1.1.7
1735,5.1.1.8
1736,5.1.2.3
1737,5.1.3.-
1738,5.1.3.1
1739,5.1.3.13
1740,5.1.3.14
1741,5.1.3.2
1742,5.1.3.20
1743,5.1.3.22
1744,5.1.3.24
1745,5.1.3.29
1746,5.1.3.3
1747,5.1.3.32
1748,5.1.3.37
1749,5.1.3.4
1750,5.1.3.5
1751,5.1.3.9
1752,5.1.99.6
1753,5.1.99.8
1754,5.2.1.2
1755,5.2.1.8
1756,5.3.1.-
1757,5.3.1.1
1758,5.3.1.12
1759,5.3.1.13
1760,5.3.1.14
1761,5.3.1.16
1762,5.3.1.17
1763,5.3.1.23
1764,5.3.1.24
1765,5.3.1.25
1766,5.3.1.26
1767,5.3.1.28
1768,5.3.1.30
1769,5.3.1.32
1770,5.3.1.33
1771,5.3.1.4
1772,5.3.1.5
1773,5.3.1.6
1774,5.3.1.8
1775,5.3.1.9
1776,5.3.2.-
1777,5.3.2.1
1778,5.3.2.5
1779,5.3.3.-
1780,5.3.3.1
1781,5.3.3.12
1782,5.3.3.14
1783,5.3.3.2
1784,5.3.3.22
1785,5.3.3.8
1786,5.3.4.1
1787,5.3.99.2
1788,5.3.99.3
1789,5.4.2.-
1790,5.4.2.10
1791,5.4.2.11
1792,5.4.2.12
1793,5.4.2.2
1794,5.4.2.3
1795,5.4.2.4
1796,5.4.2.7
1797,5.4.2.8
1798,5.4.3.8
1799,5.4.4.2
1800,5.4.99.-
1801,5.4.99.1
1802,5.4.99.12
1803,5.4.99.18
1804,5.4.99.19
1805,5.4.99.2
1806,5.4.99.20
1807,5.4.99.22
1808,5.4.99.23
1809,5.4.99.24
1810,5.4.99.25
1811,5.4.99.26
1812,5.4.99.27
1813,5.4.99.28
1814,5.4.99.29
1815,5.4.99.30
1816,5.4.99.39
1817,5.4.99.5
1818,5.4.99.62
1819,5.4.99.7
1820,5.4.99.8
1821,5.5.1.-
1822,5.5.1.12
1823,5.5.1.13
1824,5.5.1.19
1825,5.5.1.4
1826,5.5.1.6
1827,5.6.1.1
1828,5.6.1.7
1829,5.6.2.1
1830,5.6.2.2
1831,5.6.2.4
1832,5.99.-.-
1833,6.-.-.-
1834,6.1.1.-
1835,6.1.1.1
1836,6.1.1.10
1837,6.1.1.11
1838,6.1.1.12
1839,6.1.1.14
1840,6.1.1.15
1841,6.1.1.16
1842,6.1.1.17
1843,6.1.1.18
1844,6.1.1.19
1845,6.1.1.2
1846,6.1.1.20
1847,6.1.1.21
1848,6.1.1.22
1849,6.1.1.23
1850,6.1.1.27
1851,6.1.1.3
1852,6.1.1.4
1853,6.1.1.5
1854,6.1.1.6
1855,6.1.1.7
1856,6.1.1.9
1857,6.2.-.-
1858,6.2.1.-
1859,6.2.1.1
1860,6.2.1.12
1861,6.2.1.14
1862,6.2.1.15
1863,6.2.1.17
1864,6.2.1.2
1865,6.2.1.20
1866,6.2.1.25
1867,6.2.1.26
1868,6.2.1.3
1869,6.2.1.34
1870,6.2.1.4
1871,6.2.1.48
1872,6.2.1.5
1873,6.2.1.54
1874,6.2.1.64
1875,6.3.1.-
1876,6.3.1.1
1877,6.3.1.13
1878,6.3.1.19
1879,6.3.1.2
1880,6.3.1.20
1881,6.3.1.21
1882,6.3.1.5
1883,6.3.2.-
1884,6.3.2.1
1885,6.3.2.10
1886,6.3.2.12
1887,6.3.2.13
1888,6.3.2.17
1889,6.3.2.2
1890,6.3.2.3
1891,6.3.2.31
1892,6.3.2.34
1893,6.3.2.4
1894,6.3.2.5
1895,6.3.2.53
1896,6.3.2.6
1897,6.3.2.7
1898,6.3.2.8
1899,6.3.2.9
1900,6.3.3.1
1901,6.3.3.2
1902,6.3.3.3
1903,6.3.4.-
1904,6.3.4.13
1905,6.3.4.14
1906,6.3.4.15
1907,6.3.4.18
1908,6.3.4.19
1909,6.3.4.2
1910,6.3.4.20
1911,6.3.4.21
1912,6.3.4.22
1913,6.3.4.23
1914,6.3.4.3
1915,6.3.4.4
1916,6.3.4.5
1917,6.3.5.-
1918,6.3.5.1
1919,6.3.5.11
1920,6.3.5.2
1921,6.3.5.3
1922,6.3.5.4
1923,6.3.5.5
1924,6.3.5.7
1925,6.3.5.9
1926,6.4.1.3
1927,6.4.1.4
1928,6.5.1.1
1929,6.5.1.2
1930,6.5.1.3
1931,6.5.1.4
1932,6.5.1.8
1933,6.5.1.9
1934,6.6.1.1
1935,7.-.-.-
1936,7.1.1.-
1937,7.1.1.1
1938,7.1.1.2
1939,7.1.1.3
1940,7.1.1.6
1941,7.1.1.7
1942,7.1.1.8
1943,7.1.1.9
1944,7.1.2.1
1945,7.1.2.2
1946,7.1.3.1
1947,7.2.1.-
1948,7.2.1.1
1949,7.2.1.3
1950,7.2.2.-
1951,7.2.2.10
1952,7.2.2.11
1953,7.2.2.12
1954,7.2.2.20
1955,7.2.2.21
1956,7.2.2.6
1957,7.2.2.7
1958,7.2.2.8
1959,7.2.2.9
1960,7.2.3.1
1961,7.2.4.2
1962,7.3.2.1
1963,7.3.2.2
1964,7.3.2.3
1965,7.3.2.5
1966,7.3.2.7
1967,7.4.2.-
1968,7.4.2.10
1969,7.4.2.11
1970,7.4.2.5
1971,7.4.2.8
1972,7.4.2.9
1973,7.5.2.-
1974,7.5.2.1
1975,7.5.2.10
1976,7.5.2.11
1977,7.5.2.12
1978,7.5.2.3
1979,7.5.2.4
1980,7.5.2.6
1981,7.5.2.7
1982,7.6.2.-
1983,7.6.2.10
1984,7.6.2.11
1985,7.6.2.13
1986,7.6.2.14
1987,7.6.2.15
1988,7.6.2.2
1989,7.6.2.5
1990,7.6.2.7
1991,7.6.2.8
